Prime,Prime_Diff,Cluster,Spiral_X,Spiral_Y
32299,4.0,True,-31.536380403482564,-176.93065509132904
32303,6.0,True,-31.306472745721816,-176.9827809822791
32309,12.0,False,-31.077444407275433,-177.04008712467555
32321,2.0,True,-30.851183079677476,-177.11353562781198
32323,4.0,True,-30.620045363272272,-177.1592865811757
32327,14.0,False,-30.389780778803036,-177.21021760670658
32341,12.0,False,-30.164098984774775,-177.28825999607733
32353,6.0,True,-29.937338121045883,-177.36052488145768
32359,4.0,True,-29.70768457291434,-177.4160462791239
32363,6.0,True,-29.477025857988828,-177.4657852842836
32369,2.0,True,-29.24719125812654,-177.52070809770495
32371,6.0,True,-29.015470457212384,-177.56436149787103
32377,4.0,True,-28.78546364176632,-177.61868449836166
32381,20.0,False,-28.554482221787545,-177.66722135792415
32401,10.0,False,-28.330418731038005,-177.75935242491195
32411,2.0,True,-28.101825247989606,-177.82375380620962
32413,10.0,False,-27.86967186015135,-177.86590845467686
32423,6.0,True,-27.640866464835362,-177.92971224917196
32429,12.0,False,-27.410250633787594,-177.98224113712286
32441,2.0,True,-27.182058159877567,-178.0509357296193
32443,24.0,False,-26.94957874626171,-178.0918869724251
32467,12.0,False,-26.726095142318258,-178.19291747553757
32479,12.0,False,-26.49749486492807,-178.26071571123882
